"JURISDICTION","LOCATION","AGE_GROUP","FINES","ARRESTS","CHARGES","FINES_log"
"VIC","Unknown","Unknown",47,0,0,1.6812412373755872
"VIC","Unknown","Unknown",0,0,0,0
"VIC","Unknown","Unknown",2,0,0,0.47712125471966244
"WA","Unknown","0-16",1,0,0,0.30102999566398114
"WA","Unknown","0-16",2,0,0,0.47712125471966244
"WA","Unknown","0-16",21,0,0,1.3424226808222062
"WA","Unknown","0-16",2,0,0,0.47712125471966244
"WA","Unknown","17-25",197,0,0,2.296665190261531
"WA","Unknown","17-25",778,0,0,2.8915374576725643
"WA","Unknown","17-25",4071,0,0,3.609807769328702
"WA","Unknown","17-25",837,0,0,2.923244018630276
"WA","Unknown","17-25",604,0,0,2.7817553746524686
"WA","Unknown","26-39",543,0,0,2.7355988996981795
"WA","Unknown","26-39",2637,0,0,3.421274791210346
"WA","Unknown","26-39",10636,0,0,4.026819159241226
"WA","Unknown","26-39",1491,0,0,3.1737688231366494
"WA","Unknown","26-39",2262,0,0,3.354684553954728
"WA","Unknown","40-64",593,0,0,2.7737864449811935
"WA","Unknown","40-64",3962,0,0,3.5980240723341894
"WA","Unknown","40-64",15374,0,0,4.186815124447454
"WA","Unknown","40-64",1832,0,0,3.263162464962216
"WA","Unknown","40-64",4886,0,0,3.6890423390281715
"WA","Unknown","65 and over",82,0,0,1.919078092376074
"WA","Unknown","65 and over",962,0,0,2.9836262871245345
"WA","Unknown","65 and over",4035,0,0,3.6059511575648724
"WA","Unknown","65 and over",361,0,0,2.558708570533166
"WA","Unknown","65 and over",1586,0,0,3.200576926754848
"ACT","Major Cities of Australia","0-16",1,0,0,0.30102999566398114
"ACT","Major Cities of Australia","0-16",2,0,0,0.47712125471966244
"ACT","Major Cities of Australia","17-25",516,0,0,2.7134905430939424
"ACT","Major Cities of Australia","17-25",420,0,0,2.624282095835668
"ACT","Major Cities of Australia","17-25",35,1,2,1.556302500767287
"ACT","Major Cities of Australia","26-39",1201,0,0,3.0799044676667204
"ACT","Major Cities of Australia","26-39",932,0,0,2.9698816437464997
"ACT","Major Cities of Australia","26-39",46,0,2,1.6720978579357173
"ACT","Major Cities of Australia","40-64",1927,0,0,3.2851070295668117
"ACT","Major Cities of Australia","40-64",1183,0,0,3.073351702386901
"ACT","Major Cities of Australia","40-64",45,0,2,1.6627578316815739
"ACT","Major Cities of Australia","65 and over",602,0,0,2.780317312140151
"ACT","Major Cities of Australia","65 and over",371,0,0,2.5705429398818973
"ACT","Major Cities of Australia","65 and over",6,0,0,0.8450980400142567
"ACT","Major Cities of Australia","Unknown",95,0,0,1.9822712330395682
"ACT","Major Cities of Australia","Unknown",45,0,0,1.6627578316815739
"NSW","Inner Regional Australia","0-16",3,0,0,0.6020599913279623
"NSW","Inner Regional Australia","17-25",1679,0,11,3.2253092817258624
"NSW","Inner Regional Australia","26-39",2451,0,9,3.389520465846377
"NSW","Inner Regional Australia","40-64",2385,0,6,3.377670439334323
"NSW","Inner Regional Australia","65 and over",569,0,1,2.7558748556724915
"NSW","Major Cities of Australia","0-16",9,0,2,1
"NSW","Major Cities of Australia","17-25",2548,0,49,3.4063698354692673
"NSW","Major Cities of Australia","26-39",2691,0,38,3.430075055551939
"NSW","Major Cities of Australia","40-64",2376,0,14,3.37602918172818
"NSW","Major Cities of Australia","65 and over",362,0,1,2.559906625036112
"NSW","Outer Regional Australia","0-16",5,0,0,0.7781512503836435
"NSW","Outer Regional Australia","17-25",393,0,1,2.5954962218255737
"NSW","Outer Regional Australia","26-39",685,0,4,2.836324115706751
"NSW","Outer Regional Australia","40-64",773,0,4,2.888740960682892
"NSW","Outer Regional Australia","65 and over",182,0,0,2.2624510897304293
"NSW","Remote Australia","17-25",41,0,0,1.6232492903979003
"NSW","Remote Australia","26-39",68,0,0,1.8388490907372552
"NSW","Remote Australia","40-64",92,0,0,1.968482948553935
"NSW","Remote Australia","65 and over",30,0,0,1.4913616938342726
"NSW","Unknown","0-16",2,0,0,0.47712125471966244
"NSW","Unknown","17-25",214,0,2,2.332438459915605
"NSW","Unknown","26-39",266,0,5,2.426511261364575
"NSW","Unknown","40-64",297,0,1,2.4742162640762553
"NSW","Unknown","65 and over",56,0,0,1.7558748556724912
"NSW","Unknown","Unknown",37378,0,0,4.57262767852245
"NSW","Unknown","Unknown",3223,0,0,3.508395033133053
"NSW","Unknown","Unknown",18986,0,0,4.278456350394209
"NSW","Very Remote Australia","17-25",4,0,0,0.6989700043360187
"NSW","Very Remote Australia","26-39",7,0,0,0.9030899869919434
"NSW","Very Remote Australia","40-64",9,0,0,1
"NSW","Very Remote Australia","65 and over",4,0,0,0.6989700043360187
"NT","Unknown","0-16",1,0,0,0.30102999566398114
"NT","Unknown","0-16",4,0,0,0.6989700043360187
"NT","Unknown","0-16",0,2,4,0
"NT","Unknown","17-25",189,0,0,2.278753600952829
"NT","Unknown","17-25",398,0,0,2.600972895686748
"NT","Unknown","17-25",0,0,5,0
"NT","Unknown","17-25",18,0,0,1.2787536009528289
"NT","Unknown","26-39",721,0,0,2.8585371975696385
"NT","Unknown","26-39",1050,0,0,3.021602716028242
"NT","Unknown","26-39",0,2,8,0
"NT","Unknown","26-39",36,0,0,1.5682017240669948
"NT","Unknown","40-64",1061,0,0,3.02612451674545
"NT","Unknown","40-64",1252,0,0,3.09795107099415
"NT","Unknown","40-64",0,1,5,0
"NT","Unknown","40-64",38,0,0,1.591064607026499
"NT","Unknown","65 and over",169,0,0,2.2304489213782737
"NT","Unknown","65 and over",361,0,0,2.558708570533166
"NT","Unknown","65 and over",0,0,4,0
"NT","Unknown","65 and over",9,0,0,1
"NT","Unknown","Unknown",99,0,0,2
"NT","Unknown","Unknown",129,0,0,2.1139433523068365
"QLD","Unknown","0-16",634,0,0,2.8027737252919755
"QLD","Unknown","0-16",801,0,0,2.9041743682841634
"QLD","Unknown","0-16",3,0,0,0.6020599913279623
"QLD","Unknown","17-25",2713,0,0,3.433609843323718
"QLD","Unknown","17-25",5386,0,0,3.7313469755459545
"QLD","Unknown","17-25",2343,0,0,3.3699576073460524
"QLD","Unknown","26-39",6277,0,0,3.797821311364023
"QLD","Unknown","26-39",11038,0,0,4.0429297333431595
"QLD","Unknown","26-39",3359,0,0,3.526339277389843
"QLD","Unknown","40-64",8684,0,0,3.938769822783117
"QLD","Unknown","40-64",15390,0,0,4.187266838179293
"QLD","Unknown","40-64",3744,0,0,3.573451822035485
"QLD","Unknown","65 and over",2186,0,0,3.339848783037637
"QLD","Unknown","65 and over",3863,0,0,3.5870371177434555
"QLD","Unknown","65 and over",669,0,0,2.826074802700826
"QLD","Unknown","Unknown",98,0,0,1.9956351945975497
"QLD","Unknown","Unknown",96,0,0,1.9867717342662448
"SA","Inner Regional Australia","17-25",15,0,0,1.2041199826559246
"SA","Inner Regional Australia","17-25",125,0,0,2.1003705451175625
"SA","Inner Regional Australia","17-25",262,0,2,2.4199557484897576
"SA","Inner Regional Australia","26-39",61,0,0,1.7923916894982537
"SA","Inner Regional Australia","26-39",371,0,0,2.5705429398818973
"SA","Inner Regional Australia","26-39",486,1,4,2.687528961214634
"SA","Inner Regional Australia","40-64",74,0,0,1.8750612633916997
"SA","Inner Regional Australia","40-64",651,0,0,2.81424759573192
"SA","Inner Regional Australia","40-64",652,3,2,2.814913181275074
"SA","Inner Regional Australia","65 and over",19,0,0,1.301029995663981
"SA","Inner Regional Australia","65 and over",253,0,0,2.404833716619938
"SA","Inner Regional Australia","65 and over",215,0,0,2.3344537511509307
"SA","Inner Regional Australia","Unknown",7,0,0,0.9030899869919434
"SA","Inner Regional Australia","Unknown",28,0,0,1.462397997898956
"SA","Inner Regional Australia","Unknown",4,0,0,0.6989700043360187
"SA","Major Cities of Australia","0-16",1,0,0,0.30102999566398114
"SA","Major Cities of Australia","17-25",359,0,0,2.5563025007672873
"SA","Major Cities of Australia","17-25",611,0,0,2.786751422145561
"SA","Major Cities of Australia","17-25",319,4,6,2.505149978319906
"SA","Major Cities of Australia","26-39",808,0,0,2.907948521612272
"SA","Major Cities of Australia","26-39",1635,0,0,3.213783299335304
"SA","Major Cities of Australia","26-39",513,1,5,2.7109631189952754
"SA","Major Cities of Australia","40-64",1581,0,0,3.1992064791616572
"SA","Major Cities of Australia","40-64",2413,0,0,3.3827372657613304
"SA","Major Cities of Australia","40-64",585,4,0,2.7678976160180904
"SA","Major Cities of Australia","65 and over",677,0,0,2.831229693867063
"SA","Major Cities of Australia","65 and over",635,0,0,2.803457115648414
"SA","Major Cities of Australia","65 and over",145,0,0,2.1643528557844367
"SA","Major Cities of Australia","Unknown",96,0,0,1.9867717342662448
"SA","Major Cities of Australia","Unknown",148,0,0,2.173186268412274
"SA","Outer Regional Australia","0-16",2,0,0,0.47712125471966244
"SA","Outer Regional Australia","17-25",16,0,0,1.2304489213782739
"SA","Outer Regional Australia","17-25",41,0,0,1.6232492903979003
"SA","Outer Regional Australia","17-25",255,0,0,2.408239965311849
"SA","Outer Regional Australia","26-39",51,0,0,1.716003343634799
"SA","Outer Regional Australia","26-39",78,0,0,1.8976270912904412
"SA","Outer Regional Australia","26-39",549,0,3,2.740362689494243
"SA","Outer Regional Australia","40-64",65,0,0,1.8195439355418683
"SA","Outer Regional Australia","40-64",175,0,0,2.2455126678141495
"SA","Outer Regional Australia","40-64",592,0,2,2.7730546933642626
"SA","Outer Regional Australia","65 and over",33,0,0,1.5314789170422551
"SA","Outer Regional Australia","65 and over",87,0,0,1.9444826721501687
"SA","Outer Regional Australia","65 and over",170,0,0,2.2329961103921536
"SA","Outer Regional Australia","Unknown",8,0,0,0.9542425094393249
"SA","Outer Regional Australia","Unknown",9,0,0,1
"SA","Outer Regional Australia","Unknown",2,0,0,0.47712125471966244
"SA","Remote Australia","17-25",3,0,0,0.6020599913279623
"SA","Remote Australia","17-25",62,0,0,1.7993405494535815
"SA","Remote Australia","26-39",23,0,0,1.380211241711606
"SA","Remote Australia","26-39",113,0,1,2.0569048513364723
"SA","Remote Australia","40-64",41,0,0,1.6232492903979003
"SA","Remote Australia","40-64",127,0,0,2.107209969647868
"SA","Remote Australia","65 and over",19,0,0,1.301029995663981
"SA","Remote Australia","65 and over",43,0,0,1.6434526764861872
"SA","Remote Australia","Unknown",2,0,0,0.47712125471966244
"SA","Unknown","17-25",2,0,0,0.47712125471966244
"SA","Unknown","17-25",22,0,0,1.3617278360175928
"SA","Unknown","26-39",2,0,0,0.47712125471966244
"SA","Unknown","26-39",47,0,0,1.6812412373755872
"SA","Unknown","40-64",8,0,0,0.9542425094393249
"SA","Unknown","40-64",65,0,0,1.8195439355418683
"SA","Unknown","65 and over",2,0,0,0.47712125471966244
"SA","Unknown","65 and over",16,0,0,1.2304489213782739
"SA","Very Remote Australia","17-25",31,0,0,1.5051499783199058
"SA","Very Remote Australia","26-39",57,1,0,1.7634279935629371
"SA","Very Remote Australia","40-64",76,0,1,1.8864907251724818
"SA","Very Remote Australia","65 and over",20,0,0,1.322219294733919
"SA","Very Remote Australia","Unknown",2,0,0,0.47712125471966244
"TAS","Unknown","0-16",1,0,0,0.30102999566398114
"TAS","Unknown","0-16",0,0,1,0
"TAS","Unknown","17-25",428,0,0,2.632457292184724
"TAS","Unknown","17-25",254,0,6,2.4065401804339546
"TAS","Unknown","26-39",1183,0,0,3.073351702386901
"TAS","Unknown","26-39",354,0,9,2.5502283530550938
"TAS","Unknown","40-64",1632,0,0,3.212986184736668
"TAS","Unknown","40-64",440,0,8,2.644438589467838
"TAS","Unknown","65 and over",691,0,0,2.8401060944567575
"TAS","Unknown","65 and over",167,0,0,2.2253092817258624
"TAS","Unknown","Unknown",2,0,0,0.47712125471966244
"TAS","Unknown","Unknown",1,0,0,0.30102999566398114
"VIC","Inner Regional Australia","0-16",0,0,0,0
"VIC","Inner Regional Australia","0-16",0,0,0,0
"VIC","Inner Regional Australia","17-25",78,0,0,1.8976270912904412
"VIC","Inner Regional Australia","17-25",526,0,0,2.7218106152125463
"VIC","Inner Regional Australia","26-39",259,0,0,2.4149733479708178
"VIC","Inner Regional Australia","26-39",1588,0,0,3.2011238972073794
"VIC","Inner Regional Australia","40-64",511,0,0,2.7092699609758304
"VIC","Inner Regional Australia","40-64",2751,0,0,3.4396484295634733
"VIC","Inner Regional Australia","65 and over",221,0,0,2.3463529744506384
"VIC","Inner Regional Australia","65 and over",1267,0,0,3.1031192535457137
"VIC","Inner Regional Australia","Unknown",29,0,0,1.4771212547196624
"VIC","Inner Regional Australia","Unknown",117,0,0,2.0718820073061255
"VIC","Major Cities of Australia","0-16",0,0,0,0
"VIC","Major Cities of Australia","0-16",0,0,0,0
"VIC","Major Cities of Australia","17-25",2288,0,0,3.359645792674543
"VIC","Major Cities of Australia","17-25",2087,0,0,3.319730494330224
"VIC","Major Cities of Australia","26-39",8583,0,0,3.9336897089578944
"VIC","Major Cities of Australia","26-39",7506,0,0,3.8754664158663847
"VIC","Major Cities of Australia","40-64",14324,0,0,4.156094630639427
"VIC","Major Cities of Australia","40-64",12246,0,0,4.088029717842713
"VIC","Major Cities of Australia","65 and over",4359,0,0,3.6394864892685854
"VIC","Major Cities of Australia","65 and over",3636,0,0,3.560743301054712
"VIC","Major Cities of Australia","Unknown",773,0,0,2.888740960682892
"VIC","Major Cities of Australia","Unknown",493,0,0,2.6937269489236466
"VIC","Outer Regional Australia","0-16",0,0,0,0
"VIC","Outer Regional Australia","0-16",0,0,0,0
"VIC","Outer Regional Australia","17-25",1,0,0,0.30102999566398114
"VIC","Outer Regional Australia","17-25",86,0,0,1.9395192526186182
"VIC","Outer Regional Australia","26-39",0,0,0,0
"VIC","Outer Regional Australia","26-39",256,0,0,2.4099331233312946
"VIC","Outer Regional Australia","40-64",3,0,0,0.6020599913279623
"VIC","Outer Regional Australia","40-64",420,0,0,2.624282095835668
"VIC","Outer Regional Australia","65 and over",11,0,0,1.0791812460476247
"VIC","Outer Regional Australia","65 and over",247,0,0,2.394451680826216
"VIC","Outer Regional Australia","Unknown",1,0,0,0.30102999566398114
"VIC","Outer Regional Australia","Unknown",22,0,0,1.3617278360175928
"VIC","Remote Australia","0-16",0,0,0,0
"VIC","Remote Australia","0-16",0,0,0,0
"VIC","Remote Australia","17-25",0,0,0,0
"VIC","Remote Australia","17-25",0,0,0,0
"VIC","Remote Australia","26-39",0,0,0,0
"VIC","Remote Australia","26-39",0,0,0,0
"VIC","Remote Australia","40-64",0,0,0,0
"VIC","Remote Australia","40-64",0,0,0,0
"VIC","Remote Australia","65 and over",0,0,0,0
"VIC","Remote Australia","65 and over",0,0,0,0
"VIC","Remote Australia","Unknown",0,0,0,0
"VIC","Remote Australia","Unknown",0,0,0,0
"VIC","Unknown","0-16",0,0,0,0
"VIC","Unknown","0-16",0,0,0,0
"VIC","Unknown","0-16",3,0,0,0.6020599913279623
"VIC","Unknown","17-25",242,0,0,2.3856062735983117
"VIC","Unknown","17-25",0,0,0,0
"VIC","Unknown","17-25",2548,0,0,3.4063698354692673
"VIC","Unknown","26-39",629,0,0,2.7993405494535817
"VIC","Unknown","26-39",0,0,0,0
"VIC","Unknown","26-39",4832,0,0,3.6842167951388802
"VIC","Unknown","40-64",880,0,0,2.9449759084120477
"VIC","Unknown","40-64",0,0,0,0
"VIC","Unknown","40-64",5536,0,0,3.7432745235119333
"VIC","Unknown","65 and over",205,0,0,2.3138672203691533
"VIC","Unknown","65 and over",0,0,0,0
"VIC","Unknown","65 and over",1257,0,0,3.0996806411092495
"VIC","Unknown","Unknown",47,0,0,1.6812412373755872
"VIC","Unknown","Unknown",0,0,0,0
"VIC","Unknown","Unknown",4,0,0,0.6989700043360187
"WA","Unknown","0-16",3,0,0,0.6020599913279623
"WA","Unknown","0-16",6,0,0,0.8450980400142567
"WA","Unknown","0-16",17,0,0,1.2552725051033058
"WA","Unknown","0-16",3,0,0,0.6020599913279623
"WA","Unknown","17-25",210,0,0,2.3242824552976926
"WA","Unknown","17-25",1023,0,0,3.0102999566398116
"WA","Unknown","17-25",4462,0,0,3.649626886840529
"WA","Unknown","17-25",851,0,0,2.9304395947666997
"WA","Unknown","17-25",702,0,0,2.846955325019824
"WA","Unknown","26-39",491,0,0,2.69196510276736
"WA","Unknown","26-39",3195,0,0,3.5046067706419537
"WA","Unknown","26-39",10967,0,0,4.040127441781456
"WA","Unknown","26-39",1736,0,0,3.239799818447098
"WA","Unknown","26-39",2523,0,0,3.4020893505720964
"WA","Unknown","40-64",591,0,0,2.7723217067229196
"WA","Unknown","40-64",4664,0,0,3.668851648082518
"WA","Unknown","40-64",15718,0,0,4.196424913949195
"WA","Unknown","40-64",2035,0,0,3.308777773664721
"WA","Unknown","40-64",5584,0,0,3.747023177451627
"WA","Unknown","65 and over",112,0,0,2.0530784434834195
"WA","Unknown","65 and over",1239,0,0,3.093421685162235
"WA","Unknown","65 and over",3816,0,0,3.581722159949098
"WA","Unknown","65 and over",390,0,0,2.5921767573958667
"WA","Unknown","65 and over",1788,0,0,3.2526103405673727
"ACT","Major Cities of Australia","0-16",6,0,0,0.8450980400142567
"ACT","Major Cities of Australia","17-25",460,0,0,2.663700925389648
"ACT","Major Cities of Australia","17-25",217,0,0,2.3384564936046046
"ACT","Major Cities of Australia","17-25",64,1,2,1.8129133566428552
"ACT","Major Cities of Australia","26-39",1046,0,0,3.0199466816788423
"ACT","Major Cities of Australia","26-39",492,0,0,2.6928469192772297
"ACT","Major Cities of Australia","26-39",82,0,2,1.919078092376074
"ACT","Major Cities of Australia","40-64",1662,0,0,3.220892249219519
"ACT","Major Cities of Australia","40-64",656,0,0,2.81756536955978
"ACT","Major Cities of Australia","40-64",74,0,3,1.8750612633916997
"ACT","Major Cities of Australia","65 and over",592,0,0,2.7730546933642626
"ACT","Major Cities of Australia","65 and over",223,0,0,2.3502480183341623
"ACT","Major Cities of Australia","65 and over",12,0,0,1.1139433523068367
"ACT","Major Cities of Australia","Unknown",73,0,0,1.8692317197309762
"ACT","Major Cities of Australia","Unknown",15,0,0,1.2041199826559246
"NSW","Inner Regional Australia","0-16",7,0,0,0.9030899869919434
"NSW","Inner Regional Australia","17-25",1347,0,12,3.1296898921993006
"NSW","Inner Regional Australia","26-39",2163,0,4,3.3352572564345313
"NSW","Inner Regional Australia","40-64",2318,0,12,3.365300748637987
"NSW","Inner Regional Australia","65 and over",494,0,0,2.6946051989335684
"NSW","Major Cities of Australia","0-16",9,0,2,1
"NSW","Major Cities of Australia","17-25",2022,0,49,3.3059958827708047
"NSW","Major Cities of Australia","26-39",2170,0,25,3.33665982345442
"NSW","Major Cities of Australia","40-64",1995,0,7,3.3001605369513523
"NSW","Major Cities of Australia","65 and over",284,0,1,2.45484486000851
"NSW","Outer Regional Australia","0-16",1,0,0,0.30102999566398114
"NSW","Outer Regional Australia","17-25",348,0,2,2.5428254269591797
"NSW","Outer Regional Australia","26-39",590,0,1,2.771587480881255
"NSW","Outer Regional Australia","40-64",686,0,2,2.83695673705955
"NSW","Outer Regional Australia","65 and over",174,0,0,2.2430380486862944
"NSW","Remote Australia","17-25",29,0,0,1.4771212547196624
"NSW","Remote Australia","26-39",37,0,0,1.57978359661681
"NSW","Remote Australia","40-64",51,0,0,1.716003343634799
"NSW","Remote Australia","65 and over",6,0,0,0.8450980400142567
"NSW","Unknown","17-25",31,0,1,1.5051499783199058
"NSW","Unknown","26-39",46,0,0,1.6720978579357173
"NSW","Unknown","40-64",47,0,0,1.6812412373755872
"NSW","Unknown","65 and over",7,0,0,0.9030899869919434
"NSW","Unknown","Unknown",34079,0,0,4.532499586094662
"NSW","Unknown","Unknown",2840,0,0,3.4534712337229356
